Rank,Ticker,Minervini,Sector,Industry,Universe,Relative Strength,Percentile,RS_1W,1 Month Ago,3 Months Ago,6 Months Ago,RMV,Close,ATR% (14),PTC,Contraction,Confirmed Breakout,Not Extended,Flip Setup,SPY Trend OK,Source,CANSLIM,DaysToEarnings,is_restricted,Name,Commentary,Commentary_Text,Stage,label,date,rs_1w_pct,rs_1m_pct,Candidate High-Win,Candidate Flip
11,DIA,8,unknown,unknown,Market Pulse,1.0191314612107765,43,1.0221472186727598,1.0070832195743822,56,48,8.72,496.0799865722656,0.01320395893463299,7,False,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': False, 'i': False, 'm': True}",-1,False,DIA,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,44,48,False,False
12,AAUC,8,Basic Materials,Gold,NYSE,2.142371574668178,97,2.255777848383167,2.2444620866426686,92,90,9.36,31.329999923706055,0.013417077050440445,7,True,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,True,AAUC,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,98,98,False,False
13,QQQE,7,n/a,Index/ETF,Market Pulse,0.9682699463418661,33,0.9633120495208684,0.9774707844494528,51,46,10.94,103.23999786376953,0.01643189801905894,4,False,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': True, 'l': False, 'i': False, 'm': True}",-1,False,Direxion NASDAQ-100 Equal Weighted Index Shares,Sideways,"Weakening, slipped below MA50 but holding MA200.",2,,,31,42,False,False
14,XLF,5,n/a,Index/ETF,Market Pulse,0.9334231474074657,27,0.9254171633348326,0.9488939084955719,43,51,10.96,52.4900016784668,0.017445483276799824,3,False,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': True, 'l': False, 'i': False, 'm': True}",-1,False,State Street Financial Select Sector SPDR ETF,Downward,"Bearish posture, trading below major MAs.",1,,,26,36,False,False
15,VOD,8,Communication Services,Telecom Services,NASDAQ,1.3686127549777454,86,1.4173000303401768,1.2405261957432234,78,80,11.18,15.649999618530273,0.025376551631632764,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,VOD,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,88,80,False,False
16,EMF,8,Financial Services,Asset Management,NYSE,1.3531199123235762,85,1.3434814663761758,1.294451978572089,80,76,11.36,20.739999771118164,0.01711669370057708,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,EMF,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,85,84,False,False
17,MDY,8,n/a,Index/ETF,Market Pulse,1.0531600664705774,50,1.0384448247125326,1.010357921489407,44,44,11.39,658.6099853515625,0.01669969079890766,7,False,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': False, 'i': False, 'm': True}",-1,False,State Street SPDR S&P MIDCAP 400 ETF Trust,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,47,49,False,False
18,WBD,8,Communication Services,Entertainment,NASDAQ,1.9262391463864723,96,1.9791047508170274,1.9342452812452504,98,74,11.57,28.75,0.018409946986607143,6,False,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",2,False,"Warner Bros. Discovery, Inc.",Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,97,96,False,False
19,IX,8,Financial Services,Financial Conglomerates,NYSE,1.3791003825755768,86,1.4517594125316067,1.1749612762478634,71,74,11.85,35.34000015258789,0.027346593556930393,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,IX,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,89,74,False,False
20,SLAB,8,Technology,Semiconductors,NASDAQ,1.4430679613552817,89,1.4516749458439804,1.0791605219862752,29,60,12.05,204.63999938964844,0.03871258376832674,7,True,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,SLAB,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,89,61,False,False
21,XLU,8,n/a,Index/ETF,Market Pulse,1.008862099414238,41,1.0118511852177443,0.9229969871347116,61,48,12.32,46.33000183105469,0.017683698879753396,7,False,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': False, 'i': False, 'm': True}",-1,False,State Street Utilities Select Sector SPDR ETF,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,41,30,False,False
22,QQQ,7,n/a,Index/ETF,Market Pulse,0.9871172687441337,37,0.9816544871432109,1.0139086745897865,64,63,12.6,608.8099975585938,0.018730922977879517,3,False,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': True, 'l': False, 'i': False, 'm': True}",-1,False,Invesco QQQ Trust,Sideways,"Weakening, slipped below MA50 but holding MA200.",2,,,35,50,False,False
23,IBUY,4,n/a,Index/ETF,Market Pulse,0.8476545967676353,16,0.8218134829977412,0.971257524901884,44,61,13.43,65.48100280761719,0.022701253990532015,2,False,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': False, 'i': False, 'm': True}",-1,False,Amplify Online Retail ETF,Downward,"Bearish posture, trading below major MAs.",1,,,14,41,False,False
24,XLE,8,n/a,Index/ETF,Market Pulse,1.152724445059178,67,1.1656841274934178,1.0246133647663629,48,40,13.52,54.880001068115234,0.02176177702608348,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': False, 'i': False, 'm': True}",-1,False,State Street Energy Select Sector SPDR ETF,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,69,52,False,False
25,NVRI,8,Industrials,Waste Management,NYSE,1.7507155580367049,94,1.72364118808379,1.7743540814474068,97,87,13.86,19.15999984741211,0.02035490280329339,7,True,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,NVRI,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,95,95,False,False
26,MAGS,6,unknown,unknown,Market Pulse,0.9887599147970957,37,0.9762761322410527,1.0372951795250103,71,73,14.12,62.599998474121094,0.021638526904210826,3,False,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': True, 'l': False, 'i': False, 'm': True}",-1,False,MAGS,Sideways,"Weakening, slipped below MA50 but holding MA200.",2,,,34,54,False,False
27,IYT,8,unknown,unknown,Market Pulse,1.0836376635324747,56,1.0461076097414796,1.0198437262437388,43,43,14.26,82.4000015258789,0.020752415689405133,7,False,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': False, 'i': False, 'm': True}",-1,False,IYT,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,49,51,False,False
28,IWM,8,n/a,Index/ETF,Market Pulse,1.0810295960461653,56,1.0650445851639079,1.080776356803062,55,53,15.24,264.6099853515625,0.022828723796518933,7,False,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': True, 'l': False, 'i': False, 'm': True}",-1,False,iShares Russell 2000 ETF,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,53,62,False,False
29,USO,7,n/a,Index/ETF,Market Pulse,1.019649611837118,43,0.998083276298902,0.883898994955168,34,43,15.38,80.8499984741211,0.027864646948834608,6,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': True, 'l': False, 'i': False, 'm': True}",-1,False,"United States Oil Fund, LP",Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,38,22,False,False
30,XHB,8,n/a,Index/ETF,Market Pulse,1.0650977143191316,52,1.0559831390836205,0.9751359597048813,34,53,16.12,118.91000366210938,0.025247184235908056,7,False,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': False, 'i': False, 'm': True}",-1,False,State Street SPDR S&P Homebuilders ETF,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,51,42,False,False
31,GLDD,8,Industrials,Engineering & Construction,NASDAQ,1.4180650499200416,87,1.3291274495421397,1.3053035420299142,61,61,16.35,16.889999389648438,0.025754882089939226,7,True,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,GLDD,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,84,84,False,False
32,PLOW,8,Consumer Cyclical,Auto Parts,NYSE,1.3650120375286354,85,1.3173822135002424,1.2302077433513194,64,81,16.79,42.790000915527344,0.023703803390509683,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,PLOW,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,83,79,False,False
33,RIO,8,Basic Materials,Other Industrial Metals & Mining,NYSE,1.3759063624693129,86,1.4225875161501742,1.2329677622645336,73,48,16.91,97.08999633789062,0.032826682753995653,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,RIO,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,88,79,False,False
34,FDN,4,n/a,Index/ETF,Market Pulse,0.8319978954931834,14,0.8174245883263029,0.903219592067956,44,68,16.92,238.3000030517578,0.02620347328307364,2,False,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': True, 'l': False, 'i': False, 'm': True}",-1,False,First Trust Dow Jones Internet Index Fund,Downward,"Bearish posture, trading below major MAs.",1,,,14,25,False,False
35,XTN,8,unknown,unknown,Market Pulse,1.1687834329654636,69,1.1065196092906364,1.0831202359660392,37,45,16.94,104.04000091552734,0.027159886884075914,7,False,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': False, 'i': False, 'm': True}",-1,False,XTN,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,61,62,False,False
36,SHG,8,Financial Services,Banks - Regional,NYSE,1.487020432496251,90,1.4681888006585402,1.1829894133833894,85,77,17.22,71.72000122070312,0.030893956402366394,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,SHG,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,90,75,False,False
37,XLK,7,n/a,Index/ETF,Market Pulse,0.9974853825560821,39,0.9881106165962634,1.0331069833336561,68,68,17.31,140.8800048828125,0.026167137332686524,3,False,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': False, 'i': False, 'm': True}",-1,False,State Street Technology Select Sector SPDR ETF,Sideways,"Weakening, slipped below MA50 but holding MA200.",2,,,36,53,False,False
38,MSFT,3,Technology,Software - Infrastructure,NASDAQ,0.7752233352125747,10,0.7861863736357224,0.8618044091407291,53,71,17.4,397.2300109863281,0.026284763524367646,2,True,False,True,False,True,Weekly Analysis,"{'c': True, 'a': True, 'n': False, 's': False, 'l': False, 'i': False, 'm': True}",64,False,Microsoft Corporation,Downward,"Bearish posture, trading below major MAs.",1,Tech Giants Watch,2026-02-21,12,19,False,False
39,ITB,7,unknown,unknown,Market Pulse,1.0472428968859715,48,1.0518104283337228,0.9529766554170322,30,52,17.84,110.91000366210938,0.026920164953799498,6,False,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': False, 'i': False, 'm': True}",-1,False,ITB,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,50,36,False,False
40,KEN,8,Utilities,Utilities - Independent Power Producers,NYSE,1.7641289711583228,94,1.7875222070939336,1.621650520569434,94,95,18.02,80.87000274658203,0.032693556239393406,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,KEN,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,95,93,False,False
41,AAPL,7,Technology,Consumer Electronics,NASDAQ,1.0033715357388755,40,1.0010413133344924,0.9666053423270408,77,45,18.32,264.5799865722656,0.02703641244870787,4,False,False,True,False,True,Weekly Analysis,"{'c': False, 'a': False, 'n': False, 's': False, 'l': False, 'i': False, 'm': True}",65,False,Apple Inc.,Sideways,"Weakening, slipped below MA50 but holding MA200.",2,Tech Giants Watch,2026-02-21,39,40,False,False
42,FDX,8,unknown,unknown,NYSE,1.4548473677111873,89,1.387038542185405,1.1797720692023679,68,16,18.75,388.4800109863281,0.027340976635866477,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,FDX,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,87,75,False,False
43,MYE,8,Consumer Cyclical,Packaging & Containers,NYSE,1.4390792478217416,88,1.3767939239319607,1.3544165550394387,86,87,18.78,22.579999923706055,0.029355924952407696,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,MYE,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,87,86,False,False
44,KB,8,Financial Services,Banks - Regional,NYSE,1.4587643573928275,89,1.3984265451613644,1.1464978442786078,77,73,18.82,117.66000366210938,0.03095481162801133,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,KB,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,88,71,False,False
45,KF,8,Financial Services,Asset Management,NYSE,1.8248888626831403,95,1.7465032682161925,1.5489928617096784,90,80,19.6,51.939998626708984,0.029704592408588564,7,False,True,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,KF,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,95,91,False,False
46,AMRX,8,Healthcare,Drug Manufacturers - Specialty & Generic,NASDAQ,1.4181738638238581,87,1.453069960106446,1.3781079947180443,89,71,19.65,14.5,0.029044329826467728,7,True,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,AMRX,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,89,87,False,False
47,QCOM,4,Technology,Semiconductors,NASDAQ,0.8113187613882757,12,0.7847877297300396,0.8870135896408169,55,41,20.16,142.8800048828125,0.035924251197104566,2,False,False,True,False,True,memory,"{'c': False, 'a': False, 'n': False, 's': False, 'l': False, 'i': False, 'm': True}",64,False,QUALCOMM Incorporated,Downward,"Bearish posture, trading below major MAs.",1,Test,2026-02-23,11,23,False,False
48,BLFY,8,Financial Services,Banks - Regional,NASDAQ,1.5181085671145618,90,1.4580822182725173,1.3401150151308863,12,21,20.16,14.369999885559082,0.029133115159118414,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,BLFY,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,89,86,False,False
49,KEP,8,Utilities,Utilities - Regulated Electric,NYSE,1.6769531078350104,93,1.7278646724922408,1.7860768030335639,93,91,20.48,22.450000762939453,0.03213490308059794,7,True,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,KEP,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,95,95,False,False
50,IONS,8,Healthcare,Biotechnology,NASDAQ,1.6444547346163914,93,1.7027410382981252,1.668467256528204,98,70,20.67,83.1500015258789,0.031062593292301467,7,True,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': True, 'l': True, 'i': True, 'm': True}",-1,True,IONS,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,94,93,False,False
51,VTRS,8,Healthcare,Drug Manufacturers - Specialty & Generic,NASDAQ,1.4607706955617272,89,1.4717305244439391,1.2510080946744766,43,45,20.82,15.920000076293945,0.030464815245712765,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,VTRS,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,90,81,False,False
52,ULTA,8,Consumer Cyclical,Specialty Retail,NASDAQ,1.3756654713010408,86,1.3276218572889364,1.311907928407084,78,83,20.87,682.8900146484375,0.03005294098044045,7,False,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,ULTA,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,84,84,False,False
53,DOO,8,Consumer Cyclical,Recreational Vehicles,NASDAQ,1.5088387854398553,90,1.4060856344144743,1.416556616221008,88,73,20.87,81.63999938964844,0.028793655314931742,7,True,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,DOO,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,88,88,False,False
54,SAN,8,Financial Services,Banks - Diversified,NYSE,1.3658609061592817,85,1.3014300366841447,1.4750723753010746,90,94,20.91,12.75,0.036470584174832045,7,False,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,SAN,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,82,90,False,False
55,ELAN,8,Healthcare,Drug Manufacturers - Specialty & Generic,NYSE,1.4326080086411537,88,1.4195554946965436,1.531330167798918,93,88,20.94,24.979999542236328,0.03213999764695611,7,False,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,ELAN,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,88,91,False,False
56,VALE,8,Basic Materials,Other Industrial Metals & Mining,NYSE,1.4504590274386904,89,1.5130039690052683,1.413831440027591,82,59,21.05,16.709999084472656,0.035650169314908775,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,VALE,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,91,88,False,False
57,INSW,8,Energy,Oil & Gas Midstream,NYSE,1.4326205447259392,88,1.3424663220272304,1.3085275028876886,89,74,21.3,67.47000122070312,0.029192881183308428,7,True,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,INSW,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,85,84,False,False
58,HAL,8,Energy,Oil & Gas Equipment & Services,NYSE,1.3553576217300922,85,1.3396497588482603,1.2477159474434276,66,18,21.32,35.11000061035156,0.03318143976981623,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,True,HAL,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,85,80,False,False
59,FRO,8,Energy,Oil & Gas Midstream,NYSE,1.5447771888254571,91,1.3598588671322935,1.1823216330732527,89,62,21.33,34.720001220703125,0.03129113465893431,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,FRO,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,86,75,False,False
60,TWN,8,Financial Services,Asset Management,NYSE,1.3870001959976723,86,1.411756996501973,1.2622764239105058,84,85,21.39,61.79999923706055,0.03172677846880784,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,TWN,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,88,81,False,False
61,WF,8,Financial Services,Banks - Regional,NYSE,1.6932992848005437,93,1.6145982888917947,1.2181539179913161,84,91,21.41,84.47000122070312,0.033173217639840144,7,False,True,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,WF,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,93,78,False,False
62,DG,8,Consumer Defensive,Discount Stores,NYSE,1.4383297695384505,88,1.4734110852748141,1.3909257523265897,66,78,21.54,150.63999938964844,0.03128082881931588,7,False,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,DG,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,90,87,False,False
63,EE,7,Energy,Oil & Gas Midstream,NYSE,1.4191898238972542,88,1.388325043044383,1.193205306385398,41,18,21.85,42.150001525878906,0.03189290430133121,6,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,EE,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,87,76,False,False
64,MT,8,Basic Materials,Steel,NYSE,1.756215146766418,94,1.671950028189181,1.5235678199166134,87,75,21.85,65.19999694824219,0.038870654058750405,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,MT,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,94,91,False,False
65,META,5,Communication Services,Internet Content & Information,NASDAQ,0.9279571654147429,26,0.9100891026175664,0.8813144166692649,21,77,21.88,655.6599731445312,0.032347987829353005,3,True,False,True,False,True,memory,"{'c': False, 'a': False, 'n': False, 's': False, 'l': False, 'i': False, 'm': True}",64,False,"Meta Platforms, Inc.",Downward,"Bearish posture, trading below major MAs.",1,Test,2026-02-23,24,22,False,False
66,TEVA,8,Healthcare,Drug Manufacturers - Specialty & Generic,NYSE,1.569270522850932,92,1.5962860853715324,1.5918199850855732,88,44,22.2,34.220001220703125,0.031038630202362083,7,False,False,True,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,TEVA,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,92,92,False,False
67,DHT,8,Energy,Oil & Gas Midstream,NYSE,1.3511421333212832,85,1.1944416720662294,1.071292531075498,81,55,22.23,17.450000762939453,0.0294872903616428,7,False,True,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,DHT,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,72,60,False,False
68,MATX,8,Industrials,Marine Shipping,NYSE,1.385960556207435,86,1.2943762862992039,1.3882451900340238,21,6,22.27,167.75,0.03199304350177285,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': True, 's': False, 'l': True, 'i': True, 'm': True}",-1,False,MATX,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,82,87,False,False
69,MGA,8,Consumer Cyclical,Auto Parts,NYSE,1.4065232479664829,87,1.2492597216575347,1.177031385202124,74,72,22.29,64.91999816894531,0.03697957258265085,7,False,False,False,False,True,AI Scanner,"{'c': False, 'a': False, 'n': False, 's': True, 'l': True, 'i': True, 'm': True}",-1,False,MGA,Upward,"Strong bull trend, trending above MA50 & MA200.",2,,,78,74,False,False
